Date,High,Low,Open,Close,Volume,Adj Close,Name
2014-04-21,253.35000610351562,251.32000732421875,251.8300018310547,252.2100067138672,299800.0,215.94610595703125,GWW
2014-04-22,255.7100067138672,252.5,253.36000061035156,255.0500030517578,372800.0,218.3777618408203,GWW
2014-04-23,255.9199981689453,254.39999389648438,254.39999389648438,254.97000122070312,270600.0,218.3092803955078,GWW
2014-04-24,255.8000030517578,250.8800048828125,255.75999450683594,252.52999877929688,308100.0,216.2201385498047,GWW
2014-04-25,251.5399932861328,247.5,251.52000427246094,249.3300018310547,486000.0,213.480224609375,GWW
2014-04-28,251.5399932861328,246.52000427246094,250.47000122070312,250.02999877929688,370100.0,214.07960510253906,GWW
2014-04-29,251.8699951171875,248.0500030517578,251.0800018310547,248.22000122070312,287000.0,212.52981567382812,GWW
2014-04-30,254.82000732421875,246.1199951171875,248.08999633789062,254.39999389648438,739900.0,217.82119750976562,GWW
2014-05-01,255.24000549316406,251.85000610351562,255.24000549316406,252.75,323900.0,216.408447265625,GWW
2014-05-02,254.4199981689453,252.08999633789062,252.30999755859375,252.25,278900.0,215.98037719726562,GWW
2014-05-05,252.44000244140625,250.0,250.6199951171875,251.6999969482422,200100.0,215.5094451904297,GWW
2014-05-06,251.74000549316406,250.0800018310547,251.02000427246094,250.8699951171875,237600.0,214.79881286621094,GWW
2014-05-07,252.8000030517578,250.22000122070312,250.44000244140625,252.3000030517578,327300.0,216.02316284179688,GWW
2014-05-08,253.97000122070312,248.3300018310547,249.19000244140625,252.2899932861328,334400.0,216.94325256347656,GWW
2014-05-09,252.0,249.55999755859375,251.92999267578125,250.88999938964844,305000.0,215.73941040039062,GWW
2014-05-12,254.8800048828125,251.52000427246094,251.52000427246094,254.6199951171875,379500.0,218.9468231201172,GWW
2014-05-13,255.80999755859375,252.39999389648438,254.94000244140625,253.97000122070312,346400.0,218.3878936767578,GWW
2014-05-14,254.94000244140625,252.60000610351562,254.5500030517578,253.57000732421875,256600.0,218.04396057128906,GWW
2014-05-15,254.6999969482422,250.97000122070312,253.19000244140625,252.22999572753906,451400.0,216.89169311523438,GWW
2014-05-16,254.3000030517578,251.4499969482422,252.47999572753906,254.17999267578125,330400.0,218.56849670410156,GWW
2014-05-19,256.2699890136719,252.67999267578125,254.02999877929688,256.1099853515625,282500.0,220.22805786132812,GWW
2014-05-20,255.82000732421875,248.52999877929688,255.14999389648438,249.8300018310547,448100.0,214.82791137695312,GWW
2014-05-21,252.74000549316406,249.36000061035156,250.1699981689453,252.36000061035156,343600.0,217.00344848632812,GWW
2014-05-22,253.6999969482422,251.5399932861328,252.39999389648438,252.14999389648438,200100.0,216.8228759765625,GWW
2014-05-23,253.6199951171875,250.47000122070312,252.3000030517578,253.22999572753906,194400.0,217.7515411376953,GWW
2014-05-27,255.16000366210938,252.49000549316406,254.25,252.80999755859375,299700.0,217.39041137695312,GWW
2014-05-28,255.5399932861328,252.3699951171875,253.5399932861328,254.50999450683594,234800.0,218.8521728515625,GWW
2014-05-29,256.7300109863281,253.6699981689453,255.72000122070312,256.6400146484375,242500.0,220.68374633789062,GWW
2014-05-30,259.3399963378906,255.77000427246094,256.42999267578125,258.3699951171875,406400.0,222.17144775390625,GWW
2014-06-02,261.57000732421875,257.5,258.739990234375,260.05999755859375,306400.0,223.62466430664062,GWW
2014-06-03,263.510009765625,259.20001220703125,259.5799865722656,263.1099853515625,530400.0,226.24737548828125,GWW
2014-06-04,265.0,261.2900085449219,262.8999938964844,261.4700012207031,314100.0,224.8371124267578,GWW
2014-06-05,265.0299987792969,259.5400085449219,261.5400085449219,265.010009765625,528300.0,227.881103515625,GWW
2014-06-06,268.6499938964844,265.010009765625,265.3699951171875,267.7699890136719,284800.0,230.2544708251953,GWW
2014-06-09,269.2300109863281,265.8500061035156,267.7699890136719,267.3900146484375,343200.0,229.92767333984375,GWW
2014-06-10,269.1199951171875,266.8299865722656,267.5799865722656,269.1099853515625,335800.0,231.4066925048828,GWW
2014-06-11,269.69000244140625,266.8699951171875,267.95001220703125,269.2200012207031,337500.0,231.5013427734375,GWW
2014-06-12,265.0,259.3399963378906,264.6000061035156,260.2099914550781,938600.0,223.7535858154297,GWW
2014-06-13,261.2799987792969,259.04998779296875,260.5400085449219,259.80999755859375,432300.0,223.40969848632812,GWW
2014-06-16,260.3599853515625,258.1700134277344,259.4599914550781,260.1099853515625,216500.0,223.6676025390625,GWW
2014-06-17,259.739990234375,257.25,259.0400085449219,258.2799987792969,285900.0,222.09408569335938,GWW
2014-06-18,259.54998779296875,255.3000030517578,258.1099853515625,259.3900146484375,407200.0,223.04856872558594,GWW
2014-06-19,263.1099853515625,258.6300048828125,259.42999267578125,261.1000061035156,479900.0,224.51902770996094,GWW
2014-06-20,263.3699951171875,260.95001220703125,262.260009765625,261.44000244140625,361000.0,224.81137084960938,GWW
2014-06-23,262.1199951171875,259.44000244140625,262.1199951171875,259.92999267578125,180200.0,223.5128936767578,GWW
2014-06-24,259.989990234375,256.0,259.25,256.1000061035156,328100.0,220.219482421875,GWW
2014-06-25,256.7799987792969,254.99000549316406,256.1000061035156,255.6300048828125,235000.0,219.8153076171875,GWW
2014-06-26,255.85000610351562,253.57000732421875,255.75999450683594,254.8800048828125,321600.0,219.17039489746094,GWW
2014-06-27,254.97999572753906,252.97999572753906,254.0,254.39999389648438,311000.0,218.7576141357422,GWW
2014-06-30,255.0,253.72000122070312,254.50999450683594,254.27000427246094,484200.0,218.64588928222656,GWW
2014-07-01,255.0,251.7100067138672,255.0,251.77000427246094,552600.0,216.4961395263672,GWW
2014-07-02,252.8000030517578,250.1999969482422,251.5,251.5399932861328,490100.0,216.29833984375,GWW
2014-07-03,256.4200134277344,252.75999450683594,252.75999450683594,255.5800018310547,209500.0,219.77230834960938,GWW
2014-07-07,253.47999572753906,248.6699981689453,253.47999572753906,250.52999877929688,489300.0,215.42982482910156,GWW
2014-07-08,251.1300048828125,248.64999389648438,250.52999877929688,250.80999755859375,409000.0,215.67059326171875,GWW
2014-07-09,250.94000244140625,249.07000732421875,249.64999389648438,250.05999755859375,286400.0,215.02566528320312,GWW
2014-07-10,248.5399932861328,246.4199981689453,248.02000427246094,247.64999389648438,284800.0,212.953369140625,GWW
2014-07-11,246.0,240.6999969482422,240.6999969482422,244.7899932861328,757800.0,210.4940185546875,GWW
2014-07-14,247.22000122070312,244.77000427246094,246.6199951171875,244.8800048828125,512600.0,210.57144165039062,GWW
2014-07-15,246.42999267578125,243.91000366210938,244.8800048828125,245.83999633789062,763600.0,211.39698791503906,GWW
2014-07-16,247.0,244.14999389648438,246.99000549316406,244.8800048828125,550800.0,210.57144165039062,GWW
2014-07-17,247.49000549316406,240.0,242.94000244140625,241.38999938964844,1290200.0,207.57041931152344,GWW
2014-07-18,243.0399932861328,240.27999877929688,242.25,242.85000610351562,681100.0,208.82583618164062,GWW
2014-07-21,245.02999877929688,239.6300048828125,242.6999969482422,240.25999450683594,548700.0,206.59873962402344,GWW
2014-07-22,242.7100067138672,241.1300048828125,241.5800018310547,241.8300018310547,369200.0,207.94874572753906,GWW
