Date,Open,High,Low,Close,Adj Close,Volume,Sector
2014-06-16,688.0800170898438,694.5700073242188,687.1199951171875,689.3499755859375,689.3499755859375,0.0,Healthcare
2014-06-17,688.9299926757812,690.5599975585938,687.0900268554688,688.8499755859375,688.8499755859375,0.0,Healthcare
2014-06-18,688.780029296875,694.5499877929688,687.5999755859375,694.510009765625,694.510009765625,0.0,Healthcare
2014-06-19,695.2999877929688,696.7899780273438,693.9099731445312,696.780029296875,696.780029296875,0.0,Healthcare
2014-06-20,697.3499755859375,702.9600219726562,697.22998046875,702.6599731445312,702.6599731445312,0.0,Healthcare
2014-06-23,702.5900268554688,703.739990234375,699.5999755859375,700.4099731445312,700.4099731445312,0.0,Healthcare
2014-06-24,700.3599853515625,705.9600219726562,699.3499755859375,700.5499877929688,700.5499877929688,0.0,Healthcare
2014-06-25,700.8900146484375,708.5499877929688,700.6900024414062,708.1500244140625,708.1500244140625,0.0,Healthcare
2014-06-26,708.0,708.8200073242188,703.3400268554688,708.5399780273438,708.5399780273438,0.0,Healthcare
2014-06-27,708.27001953125,708.97998046875,704.8099975585938,707.0599975585938,707.0599975585938,0.0,Healthcare
2014-06-30,706.989990234375,709.2100219726562,703.72998046875,704.52001953125,704.52001953125,0.0,Healthcare
2014-07-01,705.719970703125,714.3699951171875,705.719970703125,713.3800048828125,713.3800048828125,0.0,Healthcare
2014-07-02,713.6500244140625,718.4400024414062,711.9600219726562,718.4299926757812,718.4299926757812,0.0,Healthcare
2014-07-03,719.1599731445312,721.6099853515625,717.0,721.3800048828125,721.3800048828125,0.0,Healthcare
2014-07-07,720.6799926757812,721.52001953125,715.510009765625,715.9400024414062,715.9400024414062,0.0,Healthcare
2014-07-08,714.9199829101562,715.1099853515625,706.9000244140625,709.3599853515625,709.3599853515625,0.0,Healthcare
2014-07-09,709.8499755859375,712.8800048828125,707.5900268554688,712.0499877929688,712.0499877929688,0.0,Healthcare
2014-07-10,709.2999877929688,713.1900024414062,704.0399780273438,711.8800048828125,711.8800048828125,0.0,Healthcare
2014-07-11,712.219970703125,713.5700073242188,708.6900024414062,712.9000244140625,712.9000244140625,0.0,Healthcare
2014-07-14,714.8099975585938,716.2100219726562,713.8599853515625,715.47998046875,715.47998046875,0.0,Healthcare
2014-07-15,715.6500244140625,716.4000244140625,707.760009765625,709.030029296875,709.030029296875,0.0,Healthcare
2014-07-16,710.1799926757812,710.5999755859375,703.72998046875,706.969970703125,706.969970703125,0.0,Healthcare
2014-07-17,704.9299926757812,709.9299926757812,698.3900146484375,699.260009765625,699.260009765625,0.0,Healthcare
2014-07-18,699.97998046875,711.7999877929688,699.8599853515625,710.6799926757812,710.6799926757812,0.0,Healthcare
2014-07-21,709.6400146484375,709.6400146484375,705.530029296875,707.9099731445312,707.9099731445312,0.0,Healthcare
2014-07-22,709.6099853515625,715.8599853515625,709.6099853515625,713.75,713.75,0.0,Healthcare
2014-07-23,718.5,720.7000122070312,717.0900268554688,719.5399780273438,719.5399780273438,0.0,Healthcare
2014-07-24,719.9500122070312,721.8400268554688,717.5900268554688,718.3300170898438,718.3300170898438,0.0,Healthcare
2014-07-25,717.52001953125,717.52001953125,712.0700073242188,715.7000122070312,715.7000122070312,0.0,Healthcare
2014-07-28,715.72998046875,717.7899780273438,712.4299926757812,716.4400024414062,716.4400024414062,0.0,Healthcare
2014-07-29,717.469970703125,719.3400268554688,715.3900146484375,716.3800048828125,716.3800048828125,0.0,Healthcare
2014-07-30,720.239990234375,722.3699951171875,715.5900268554688,718.9400024414062,718.9400024414062,0.0,Healthcare
2014-07-31,716.719970703125,716.72998046875,704.3699951171875,704.3699951171875,704.3699951171875,0.0,Healthcare
2014-08-01,703.1400146484375,708.4600219726562,699.8099975585938,704.1900024414062,704.1900024414062,0.0,Healthcare
2014-08-04,705.9299926757812,709.219970703125,701.6199951171875,707.5900268554688,707.5900268554688,0.0,Healthcare
2014-08-05,705.6400146484375,707.2000122070312,698.8900146484375,701.260009765625,701.260009765625,0.0,Healthcare
2014-08-06,699.9099731445312,703.469970703125,695.8200073242188,700.4099731445312,700.4099731445312,0.0,Healthcare
2014-08-07,701.510009765625,701.9199829101562,690.6900024414062,692.0999755859375,692.0999755859375,0.0,Healthcare
2014-08-08,692.3300170898438,700.3099975585938,690.510009765625,699.989990234375,699.989990234375,0.0,Healthcare
2014-08-11,701.8400268554688,704.3300170898438,699.2999877929688,700.0399780273438,700.0399780273438,0.0,Healthcare
2014-08-12,699.2100219726562,700.52001953125,697.1599731445312,699.0599975585938,699.0599975585938,0.0,Healthcare
2014-08-13,700.3599853515625,707.75,700.3599853515625,707.0800170898438,707.0800170898438,0.0,Healthcare
2014-08-14,707.2999877929688,715.4199829101562,707.2999877929688,715.4199829101562,715.4199829101562,0.0,Healthcare
2014-08-15,717.1699829101562,719.7100219726562,709.739990234375,716.2100219726562,716.2100219726562,0.0,Healthcare
2014-08-18,718.75,722.6699829101562,718.75,721.6900024414062,721.6900024414062,0.0,Healthcare
2014-08-19,722.7000122070312,726.8800048828125,720.4600219726562,726.4199829101562,726.4199829101562,0.0,Healthcare
2014-08-20,725.0700073242188,727.469970703125,723.3099975585938,726.510009765625,726.510009765625,0.0,Healthcare
2014-08-21,727.0499877929688,729.510009765625,726.760009765625,727.3200073242188,727.3200073242188,0.0,Healthcare
2014-08-22,727.9600219726562,729.4500122070312,725.97998046875,727.3499755859375,727.3499755859375,0.0,Healthcare
2014-08-25,729.5700073242188,734.5,729.5700073242188,732.5999755859375,732.5999755859375,0.0,Healthcare
2014-08-26,733.719970703125,736.1199951171875,732.75,735.6199951171875,735.6199951171875,0.0,Healthcare
2014-08-27,736.8599853515625,737.3800048828125,734.25,735.6300048828125,735.6300048828125,0.0,Healthcare
2014-08-28,734.52001953125,736.4600219726562,733.3099975585938,734.6400146484375,734.6400146484375,0.0,Healthcare
2014-08-29,736.1099853515625,738.1699829101562,734.239990234375,737.5999755859375,737.5999755859375,0.0,Healthcare
2014-09-02,739.1500244140625,739.5900268554688,735.2100219726562,737.75,737.75,0.0,Healthcare
2014-09-03,739.0499877929688,741.6099853515625,738.9400024414062,740.75,740.75,0.0,Healthcare
2014-09-04,741.5399780273438,743.9199829101562,735.4500122070312,737.02001953125,737.02001953125,0.0,Healthcare
2014-09-05,736.5499877929688,741.239990234375,729.7999877929688,741.22998046875,741.22998046875,0.0,Healthcare
2014-09-08,740.5999755859375,742.47998046875,738.3499755859375,741.5900268554688,741.5900268554688,0.0,Healthcare
2014-09-09,741.510009765625,742.239990234375,737.3800048828125,739.3200073242188,739.3200073242188,0.0,Healthcare
2014-09-10,739.3300170898438,745.0800170898438,738.7000122070312,744.25,744.25,0.0,Healthcare
2014-09-11,742.0599975585938,742.780029296875,738.1699829101562,741.8300170898438,741.8300170898438,0.0,Healthcare
2014-09-12,741.260009765625,741.6500244140625,734.3300170898438,736.6900024414062,736.6900024414062,0.0,Healthcare
2014-09-15,735.5900268554688,735.7899780273438,732.0399780273438,734.3300170898438,734.3300170898438,0.0,Healthcare
2014-09-16,733.22998046875,744.8400268554688,732.4099731445312,744.2000122070312,744.2000122070312,0.0,Healthcare
2014-09-17,744.3699951171875,747.8200073242188,740.3699951171875,744.8900146484375,744.8900146484375,0.0,Healthcare
2014-09-18,746.0399780273438,750.9500122070312,746.0399780273438,750.75,750.75,0.0,Healthcare
2014-09-19,752.2100219726562,755.0399780273438,750.489990234375,751.47998046875,751.47998046875,0.0,Healthcare
2014-09-22,750.739990234375,750.739990234375,744.7100219726562,747.27001953125,747.27001953125,0.0,Healthcare
2014-09-23,744.1400146484375,746.1199951171875,740.6699829101562,742.9600219726562,742.9600219726562,0.0,Healthcare
2014-09-24,744.3800048828125,755.6199951171875,744.3800048828125,755.4199829101562,755.4199829101562,0.0,Healthcare
2014-09-25,754.6900024414062,755.1099853515625,743.469970703125,743.469970703125,743.469970703125,0.0,Healthcare
2014-09-26,745.1400146484375,746.7000122070312,739.47998046875,745.72998046875,745.72998046875,0.0,Healthcare
2014-09-29,743.5599975585938,746.3900146484375,739.2000122070312,744.3800048828125,744.3800048828125,0.0,Healthcare
2014-09-30,744.8900146484375,746.22998046875,739.6099853515625,739.9600219726562,739.9600219726562,0.0,Healthcare
2014-10-01,740.2999877929688,740.489990234375,729.75,732.3400268554688,732.3400268554688,0.0,Healthcare
2014-10-02,732.27001953125,733.6099853515625,724.2899780273438,730.7100219726562,730.7100219726562,0.0,Healthcare
2014-10-03,733.3099975585938,746.22998046875,733.0900268554688,745.0900268554688,745.0900268554688,0.0,Healthcare
2014-10-06,746.6799926757812,751.02001953125,739.3300170898438,742.1799926757812,742.1799926757812,0.0,Healthcare
2014-10-07,740.719970703125,740.719970703125,730.3699951171875,730.4299926757812,730.4299926757812,0.0,Healthcare
2014-10-08,730.2899780273438,749.3300170898438,729.969970703125,748.8099975585938,748.8099975585938,0.0,Healthcare
2014-10-09,747.5700073242188,748.2000122070312,733.1500244140625,733.9299926757812,733.9299926757812,0.0,Healthcare
2014-10-10,734.2899780273438,740.7899780273438,728.6199951171875,728.6199951171875,728.6199951171875,0.0,Healthcare
2014-10-13,728.27001953125,728.27001953125,710.97998046875,711.2100219726562,711.2100219726562,0.0,Healthcare
2014-10-14,713.8300170898438,717.739990234375,701.3400268554688,705.8099975585938,705.8099975585938,0.0,Healthcare
2014-10-15,701.5399780273438,703.030029296875,685.2999877929688,700.1500244140625,700.1500244140625,0.0,Healthcare
2014-10-16,696.4000244140625,704.5700073242188,688.0599975585938,696.6400146484375,696.6400146484375,0.0,Healthcare
2014-10-17,699.75,711.9000244140625,699.75,707.8800048828125,707.8800048828125,0.0,Healthcare
2014-10-20,708.6300048828125,716.7000122070312,708.3599853515625,716.3499755859375,716.3499755859375,0.0,Healthcare
2014-10-21,719.010009765625,735.489990234375,719.010009765625,735.3599853515625,735.3599853515625,0.0,Healthcare
2014-10-22,733.9000244140625,735.8599853515625,729.510009765625,731.3400268554688,731.3400268554688,0.0,Healthcare
2014-10-23,733.8200073242188,747.9600219726562,733.8200073242188,744.1300048828125,744.1300048828125,0.0,Healthcare
2014-10-24,744.6099853515625,754.5800170898438,744.4400024414062,754.4199829101562,754.4199829101562,0.0,Healthcare
2014-10-27,753.3200073242188,756.02001953125,752.1199951171875,755.3499755859375,755.3499755859375,0.0,Healthcare
2014-10-28,757.0399780273438,760.9199829101562,754.27001953125,760.9099731445312,760.9099731445312,0.0,Healthcare
2014-10-29,759.239990234375,763.22998046875,756.3300170898438,761.1300048828125,761.1300048828125,0.0,Healthcare
2014-10-30,760.5800170898438,775.469970703125,760.3400268554688,774.9099731445312,774.9099731445312,0.0,Healthcare
2014-10-31,779.239990234375,784.0599975585938,775.969970703125,778.8499755859375,778.8499755859375,0.0,Healthcare
2014-11-03,779.4600219726562,780.4500122070312,773.7899780273438,779.0399780273438,779.0399780273438,0.0,Healthcare
2014-11-04,778.02001953125,781.260009765625,774.6400146484375,779.719970703125,779.719970703125,0.0,Healthcare
2014-11-05,781.239990234375,784.6599731445312,776.280029296875,778.219970703125,778.219970703125,0.0,Healthcare
2014-11-06,779.5599975585938,784.3900146484375,779.5599975585938,782.6400146484375,782.6400146484375,0.0,Healthcare
2014-11-07,783.3200073242188,783.3599853515625,772.77001953125,775.27001953125,775.27001953125,0.0,Healthcare
2014-11-10,776.9400024414062,783.02001953125,773.9000244140625,783.0,783.0,0.0,Healthcare
2014-11-11,783.1199951171875,788.5,782.8200073242188,785.77001953125,785.77001953125,0.0,Healthcare
2014-11-12,784.1799926757812,785.7000122070312,781.52001953125,784.5599975585938,784.5599975585938,0.0,Healthcare
2014-11-13,784.6699829101562,788.260009765625,780.3599853515625,783.780029296875,783.780029296875,0.0,Healthcare
2014-11-14,783.2999877929688,783.2999877929688,774.3499755859375,777.260009765625,777.260009765625,0.0,Healthcare
2014-11-17,776.9099731445312,783.1799926757812,776.4199829101562,781.0800170898438,781.0800170898438,0.0,Healthcare
2014-11-18,781.9500122070312,794.1599731445312,781.280029296875,793.4000244140625,793.4000244140625,0.0,Healthcare
2014-11-19,791.77001953125,791.77001953125,787.4299926757812,789.1900024414062,789.1900024414062,0.0,Healthcare
2014-11-20,787.0999755859375,788.9500122070312,783.4099731445312,786.0700073242188,786.0700073242188,0.0,Healthcare
2014-11-21,788.8300170898438,791.8800048828125,786.9000244140625,789.1599731445312,789.1599731445312,0.0,Healthcare
2014-11-24,790.1799926757812,793.1799926757812,790.1599731445312,792.8499755859375,792.8499755859375,0.0,Healthcare
2014-11-25,793.030029296875,795.3800048828125,791.0700073242188,793.4000244140625,793.4000244140625,0.0,Healthcare
2014-11-26,793.9500122070312,799.1699829101562,793.9500122070312,798.97998046875,798.97998046875,0.0,Healthcare
2014-11-28,800.719970703125,808.2999877929688,800.719970703125,803.6500244140625,803.6500244140625,0.0,Healthcare
2014-12-01,802.6500244140625,807.7000122070312,800.02001953125,803.5599975585938,803.5599975585938,0.0,Healthcare
2014-12-02,805.1900024414062,810.030029296875,805.1900024414062,809.75,809.75,0.0,Healthcare
2014-12-03,811.4600219726562,812.760009765625,808.9500122070312,811.6900024414062,811.6900024414062,0.0,Healthcare
2014-12-04,811.4199829101562,815.2100219726562,807.9500122070312,813.3900146484375,813.3900146484375,0.0,Healthcare
2014-12-05,811.8699951171875,818.02001953125,810.9299926757812,817.3400268554688,817.3400268554688,0.0,Healthcare
2014-12-08,817.260009765625,824.6599731445312,817.260009765625,819.1300048828125,819.1300048828125,0.0,Healthcare
2014-12-09,816.7899780273438,816.7899780273438,806.219970703125,814.7000122070312,814.7000122070312,0.0,Healthcare
2014-12-10,815.8099975585938,816.1799926757812,803.6599731445312,803.97998046875,803.97998046875,0.0,Healthcare
2014-12-11,805.6199951171875,815.4199829101562,805.3099975585938,809.75,809.75,0.0,Healthcare
2014-12-12,802.7100219726562,806.2000122070312,797.510009765625,799.27001953125,799.27001953125,0.0,Healthcare
2014-12-15,794.9400024414062,798.1199951171875,783.8599853515625,786.8900146484375,786.8900146484375,0.0,Healthcare
2014-12-16,784.3300170898438,796.1199951171875,776.8800048828125,776.8800048828125,776.8800048828125,0.0,Healthcare
2014-12-17,777.52001953125,793.5900268554688,776.989990234375,791.6599731445312,791.6599731445312,0.0,Healthcare
2014-12-18,795.469970703125,813.5999755859375,795.469970703125,813.5999755859375,813.5999755859375,0.0,Healthcare
2014-12-19,813.6300048828125,821.4600219726562,811.1099853515625,816.9500122070312,816.9500122070312,0.0,Healthcare
2014-12-22,809.0800170898438,812.0499877929688,803.8499755859375,807.530029296875,807.530029296875,0.0,Healthcare
2014-12-23,808.4500122070312,808.9000244140625,785.239990234375,789.739990234375,789.739990234375,0.0,Healthcare
2014-12-24,789.9400024414062,799.469970703125,789.9400024414062,794.97998046875,794.97998046875,0.0,Healthcare
2014-12-26,797.9000244140625,802.8300170898438,797.9000244140625,801.010009765625,801.010009765625,0.0,Healthcare
2014-12-29,801.2999877929688,804.489990234375,799.4400024414062,803.0700073242188,803.0700073242188,0.0,Healthcare
2014-12-30,802.5499877929688,803.6799926757812,799.010009765625,799.7999877929688,799.7999877929688,0.0,Healthcare
2014-12-31,802.3800048828125,806.3400268554688,791.6599731445312,791.969970703125,791.969970703125,0.0,Healthcare
2015-01-02,792.1300048828125,802.8099975585938,791.5499877929688,795.0700073242188,795.0700073242188,0.0,Healthcare
2015-01-05,794.0,797.1199951171875,789.1300048828125,790.219970703125,790.219970703125,0.0,Healthcare
2015-01-06,790.27001953125,799.5599975585938,783.0499877929688,788.1099853515625,788.1099853515625,0.0,Healthcare
2015-01-07,788.9500122070312,806.1900024414062,788.9500122070312,806.0,806.0,0.0,Healthcare
2015-01-08,806.280029296875,820.8499755859375,806.280029296875,819.8599853515625,819.8599853515625,0.0,Healthcare
2015-01-09,820.1900024414062,820.72998046875,810.2000122070312,813.22998046875,813.22998046875,0.0,Healthcare
2015-01-12,813.5599975585938,821.1199951171875,811.1699829101562,812.6799926757812,812.6799926757812,0.0,Healthcare
2015-01-13,812.9199829101562,824.77001953125,802.8400268554688,808.72998046875,808.72998046875,0.0,Healthcare
2015-01-14,808.4099731445312,809.739990234375,800.2999877929688,807.9400024414062,807.9400024414062,0.0,Healthcare
2015-01-15,807.9400024414062,812.3300170898438,798.8300170898438,799.2899780273438,799.2899780273438,0.0,Healthcare
2015-01-16,799.25,815.489990234375,798.1300048828125,814.6199951171875,814.6199951171875,0.0,Healthcare
2015-01-20,814.8099975585938,817.2999877929688,804.719970703125,814.010009765625,814.010009765625,0.0,Healthcare
2015-01-21,813.5599975585938,818.780029296875,809.6799926757812,814.9000244140625,814.9000244140625,0.0,Healthcare
2015-01-22,815.010009765625,825.4500122070312,808.1599731445312,825.25,825.25,0.0,Healthcare
2015-01-23,824.8699951171875,824.8800048828125,820.3599853515625,821.3499755859375,821.3499755859375,0.0,Healthcare
2015-01-26,821.3200073242188,825.22998046875,816.530029296875,825.010009765625,825.010009765625,0.0,Healthcare
2015-01-27,823.6099853515625,824.7100219726562,815.7100219726562,818.7999877929688,818.7999877929688,0.0,Healthcare
2015-01-28,818.9199829101562,823.1900024414062,806.1199951171875,806.8499755859375,806.8499755859375,0.0,Healthcare
2015-01-29,806.9000244140625,814.6799926757812,800.9299926757812,813.739990234375,813.739990234375,0.0,Healthcare
2015-01-30,813.4000244140625,816.0599975585938,800.2999877929688,801.260009765625,801.260009765625,0.0,Healthcare
2015-02-02,801.8400268554688,806.219970703125,792.1400146484375,806.219970703125,806.219970703125,0.0,Healthcare
2015-02-03,806.6099853515625,811.6699829101562,799.22998046875,811.47998046875,811.47998046875,0.0,Healthcare
2015-02-04,810.719970703125,810.719970703125,796.3599853515625,800.5399780273438,800.5399780273438,0.0,Healthcare
2015-02-05,801.02001953125,814.6300048828125,801.02001953125,813.6799926757812,813.6799926757812,0.0,Healthcare
2015-02-06,813.5700073242188,817.1900024414062,804.6599731445312,806.8099975585938,806.8099975585938,0.0,Healthcare
2015-02-09,805.760009765625,805.760009765625,795.4600219726562,797.5900268554688,797.5900268554688,0.0,Healthcare
2015-02-10,798.3200073242188,810.9099731445312,798.3200073242188,810.030029296875,810.030029296875,0.0,Healthcare
2015-02-11,809.9000244140625,815.239990234375,806.4600219726562,810.9400024414062,810.9400024414062,0.0,Healthcare
2015-02-12,811.6099853515625,814.9500122070312,807.1400146484375,813.6599731445312,813.6599731445312,0.0,Healthcare
2015-02-13,813.9500122070312,817.7899780273438,810.7999877929688,817.780029296875,817.780029296875,0.0,Healthcare
2015-02-17,817.6599731445312,823.2000122070312,817.469970703125,822.989990234375,822.989990234375,0.0,Healthcare
2015-02-18,822.9299926757812,824.3499755859375,818.9400024414062,824.3499755859375,824.3499755859375,0.0,Healthcare
2015-02-19,824.2899780273438,826.5599975585938,822.3499755859375,825.0999755859375,825.0999755859375,0.0,Healthcare
2015-02-20,825.2899780273438,833.5999755859375,822.1699829101562,833.5900268554688,833.5900268554688,0.0,Healthcare
2015-02-23,833.5599975585938,839.6599731445312,833.3200073242188,836.47998046875,836.47998046875,0.0,Healthcare
2015-02-24,836.5,837.1900024414062,833.1699829101562,835.989990234375,835.989990234375,0.0,Healthcare
2015-02-25,836.0,838.2000122070312,832.5,836.0999755859375,836.0999755859375,0.0,Healthcare
2015-02-26,836.1400146484375,838.4199829101562,832.0900268554688,838.2100219726562,838.2100219726562,0.0,Healthcare
2015-02-27,838.1900024414062,838.6500244140625,833.9400024414062,834.3599853515625,834.3599853515625,0.0,Healthcare
2015-03-02,834.6900024414062,841.6400146484375,834.6900024414062,841.4299926757812,841.4299926757812,0.0,Healthcare
2015-03-03,841.22998046875,841.22998046875,830.02001953125,834.25,834.25,0.0,Healthcare
2015-03-04,834.25,839.0800170898438,827.0399780273438,837.5399780273438,837.5399780273438,0.0,Healthcare
2015-03-05,837.5399780273438,844.7000122070312,837.22998046875,840.8300170898438,840.8300170898438,0.0,Healthcare
2015-03-06,840.8300170898438,840.8300170898438,823.4400024414062,824.75,824.75,0.0,Healthcare
2015-03-09,824.9099731445312,830.1199951171875,822.1799926757812,829.1500244140625,829.1500244140625,0.0,Healthcare
2015-03-10,828.260009765625,828.260009765625,819.6900024414062,819.6900024414062,819.6900024414062,0.0,Healthcare
2015-03-11,819.97998046875,825.0499877929688,819.0,819.3499755859375,819.3499755859375,0.0,Healthcare
2015-03-12,819.9199829101562,829.8699951171875,819.9199829101562,829.8099975585938,829.8099975585938,0.0,Healthcare
2015-03-13,829.3099975585938,833.7000122070312,822.97998046875,828.5,828.5,0.0,Healthcare
2015-03-16,829.5999755859375,846.7100219726562,829.5999755859375,846.6300048828125,846.6300048828125,0.0,Healthcare
2015-03-17,846.239990234375,846.239990234375,839.0700073242188,844.2899780273438,844.2899780273438,0.0,Healthcare
2015-03-18,844.1599731445312,858.3900146484375,839.0700073242188,855.1699829101562,855.1699829101562,0.0,Healthcare
2015-03-19,855.1300048828125,860.9600219726562,853.7000122070312,859.72998046875,859.72998046875,0.0,Healthcare
2015-03-20,860.3699951171875,869.1199951171875,860.3699951171875,866.469970703125,866.469970703125,0.0,Healthcare
2015-03-23,866.3099975585938,868.4299926757812,860.77001953125,864.02001953125,864.02001953125,0.0,Healthcare
2015-03-24,863.8599853515625,867.0800170898438,856.4199829101562,856.5499877929688,856.5499877929688,0.0,Healthcare
2015-03-25,856.1099853515625,862.989990234375,840.8200073242188,840.8200073242188,840.8200073242188,0.0,Healthcare
2015-03-26,840.0499877929688,845.4199829101562,833.010009765625,838.530029296875,838.530029296875,0.0,Healthcare
2015-03-27,838.780029296875,847.72998046875,838.780029296875,844.739990234375,844.739990234375,0.0,Healthcare
2015-03-30,845.219970703125,854.0599975585938,845.219970703125,853.0800170898438,853.0800170898438,0.0,Healthcare
2015-03-31,852.9500122070312,852.9500122070312,840.72998046875,840.72998046875,840.72998046875,0.0,Healthcare
2015-04-01,840.469970703125,840.469970703125,824.6500244140625,830.280029296875,830.280029296875,0.0,Healthcare
2015-04-02,830.3800048828125,835.7899780273438,828.6599731445312,832.1900024414062,832.1900024414062,0.0,Healthcare
2015-04-06,832.1500244140625,837.8400268554688,827.1500244140625,833.2999877929688,833.2999877929688,0.0,Healthcare
2015-04-07,833.5499877929688,841.4600219726562,833.5499877929688,835.4299926757812,835.4299926757812,0.0,Healthcare
2015-04-08,835.6599731445312,846.030029296875,835.6599731445312,842.5399780273438,842.5399780273438,0.0,Healthcare
2015-04-09,842.9400024414062,850.1199951171875,841.6599731445312,849.0700073242188,849.0700073242188,0.0,Healthcare
2015-04-10,849.27001953125,857.3499755859375,846.6599731445312,856.25,856.25,0.0,Healthcare
2015-04-13,856.4400024414062,860.25,850.9400024414062,850.9400024414062,850.9400024414062,0.0,Healthcare
2015-04-14,850.8300170898438,853.3300170898438,845.9000244140625,852.469970703125,852.469970703125,0.0,Healthcare
2015-04-15,852.8300170898438,858.9500122070312,852.8300170898438,854.780029296875,854.780029296875,0.0,Healthcare
2015-04-16,854.760009765625,857.6300048828125,853.0999755859375,854.260009765625,854.260009765625,0.0,Healthcare
2015-04-17,852.5399780273438,852.5399780273438,841.5900268554688,847.4099731445312,847.4099731445312,0.0,Healthcare
2015-04-20,847.72998046875,854.4000244140625,847.72998046875,852.0,852.0,0.0,Healthcare
2015-04-21,853.489990234375,860.3699951171875,853.489990234375,857.760009765625,857.760009765625,0.0,Healthcare
2015-04-22,858.0999755859375,860.9299926757812,855.1900024414062,859.1199951171875,859.1199951171875,0.0,Healthcare
